Komoditas (Rp);date_raw;price_raw;date;price;price_num
Beras Kualitas Super II;08/11/2024;16;11/08/2024;16;16.0
Beras Kualitas Super I;08/11/2024;16,3;11/08/2024;16,3;16.3
Beras Kualitas Medium II;08/11/2024;15,2;11/08/2024;15,2;15.2
Beras Kualitas Medium I;08/11/2024;14,7;11/08/2024;14,7;14.7
Beras Kualitas Bawah I;08/11/2024;13,9;11/08/2024;13,9;13.9
Beras;08/11/2024;15;11/08/2024;15;15.0
Beras Kualitas Bawah II;08/11/2024;14;11/08/2024;14;14.0
Beras;13/08/2024;15;13/08/2024;15;15.0
Beras Kualitas Super II;13/08/2024;15,9;13/08/2024;15,9;15.9
Beras Kualitas Super I;13/08/2024;16,5;13/08/2024;16,5;16.5
Beras Kualitas Medium II;13/08/2024;15,3;13/08/2024;15,3;15.3
Beras Kualitas Medium I;13/08/2024;14,7;13/08/2024;14,7;14.7
Beras Kualitas Bawah II;13/08/2024;13,9;13/08/2024;13,9;13.9
Beras Kualitas Bawah I;13/08/2024;13,8;13/08/2024;13,8;13.8
Beras;14/08/2024;15;14/08/2024;15;15.0
Beras Kualitas Bawah I;14/08/2024;13,8;14/08/2024;13,8;13.8
Beras Kualitas Medium I;14/08/2024;14,7;14/08/2024;14,7;14.7
Beras Kualitas Super I;14/08/2024;16,5;14/08/2024;16,5;16.5
Beras Kualitas Super II;14/08/2024;15,9;14/08/2024;15,9;15.9
Beras Kualitas Bawah II;14/08/2024;13,9;14/08/2024;13,9;13.9
Beras Kualitas Medium II;14/08/2024;15,3;14/08/2024;15,3;15.3
Beras Kualitas Bawah I;15/08/2024;13,8;15/08/2024;13,8;13.8
Beras Kualitas Bawah II;15/08/2024;13,9;15/08/2024;13,9;13.9
Beras Kualitas Medium I;15/08/2024;14,7;15/08/2024;14,7;14.7
Beras;15/08/2024;14,95;15/08/2024;14,95;14.95
Beras Kualitas Super II;15/08/2024;15,9;15/08/2024;15,9;15.9
Beras Kualitas Medium II;15/08/2024;15,1;15/08/2024;15,1;15.1
Beras Kualitas Super I;15/08/2024;16,3;15/08/2024;16,3;16.3
Beras Kualitas Bawah II;16/08/2024;13,9;16/08/2024;13,9;13.9
Beras Kualitas Medium I;16/08/2024;14,7;16/08/2024;14,7;14.7
Beras Kualitas Medium II;16/08/2024;15,1;16/08/2024;15,1;15.1
Beras Kualitas Super I;16/08/2024;16,3;16/08/2024;16,3;16.3
Beras Kualitas Super II;16/08/2024;15,9;16/08/2024;15,9;15.9
Beras Kualitas Bawah I;16/08/2024;13,8;16/08/2024;13,8;13.8
Beras;16/08/2024;14,95;16/08/2024;14,95;14.95
Beras Kualitas Super II;19/08/2024;15,9;19/08/2024;15,9;15.9
Beras Kualitas Super I;19/08/2024;16,3;19/08/2024;16,3;16.3
Beras Kualitas Medium II;19/08/2024;15,1;19/08/2024;15,1;15.1
Beras Kualitas Medium I;19/08/2024;14,7;19/08/2024;14,7;14.7
Beras Kualitas Bawah II;19/08/2024;13,9;19/08/2024;13,9;13.9
Beras;19/08/2024;14,95;19/08/2024;14,95;14.95
Beras Kualitas Bawah I;19/08/2024;13,8;19/08/2024;13,8;13.8
Beras Kualitas Super II;20/08/2024;15,9;20/08/2024;15,9;15.9
Beras Kualitas Bawah II;20/08/2024;13,9;20/08/2024;13,9;13.9
Beras Kualitas Medium II;20/08/2024;15,1;20/08/2024;15,1;15.1
Beras;20/08/2024;14,95;20/08/2024;14,95;14.95
Beras Kualitas Bawah I;20/08/2024;13,8;20/08/2024;13,8;13.8
Beras Kualitas Super I;20/08/2024;16,3;20/08/2024;16,3;16.3
Beras Kualitas Medium I;20/08/2024;14,7;20/08/2024;14,7;14.7
Beras;21/08/2024;14,95;21/08/2024;14,95;14.95
Beras Kualitas Bawah I;21/08/2024;13,8;21/08/2024;13,8;13.8
Beras Kualitas Bawah II;21/08/2024;13,9;21/08/2024;13,9;13.9
Beras Kualitas Medium I;21/08/2024;14,7;21/08/2024;14,7;14.7
Beras Kualitas Super I;21/08/2024;16,3;21/08/2024;16,3;16.3
Beras Kualitas Super II;21/08/2024;15,9;21/08/2024;15,9;15.9
Beras Kualitas Medium II;21/08/2024;15,1;21/08/2024;15,1;15.1
Beras;22/08/2024;15;22/08/2024;15;15.0
Beras Kualitas Bawah I;22/08/2024;13,9;22/08/2024;13,9;13.9
Beras Kualitas Medium I;22/08/2024;14,7;22/08/2024;14,7;14.7
Beras Kualitas Medium II;22/08/2024;15,2;22/08/2024;15,2;15.2
Beras Kualitas Super I;22/08/2024;16,3;22/08/2024;16,3;16.3
Beras Kualitas Super II;22/08/2024;15,75;22/08/2024;15,75;15.75
Beras Kualitas Bawah II;22/08/2024;14;22/08/2024;14;14.0
Beras Kualitas Medium II;23/08/2024;15,2;23/08/2024;15,2;15.2
Beras;23/08/2024;15;23/08/2024;15;15.0
Beras Kualitas Bawah I;23/08/2024;13,9;23/08/2024;13,9;13.9
Beras Kualitas Bawah II;23/08/2024;14;23/08/2024;14;14.0
Beras Kualitas Medium I;23/08/2024;14,7;23/08/2024;14,7;14.7
Beras Kualitas Super II;23/08/2024;15,75;23/08/2024;15,75;15.75
Beras Kualitas Super I;23/08/2024;16,3;23/08/2024;16,3;16.3
Beras Kualitas Super II;26/08/2024;15,75;26/08/2024;15,75;15.75
Beras Kualitas Super I;26/08/2024;16,3;26/08/2024;16,3;16.3
Beras Kualitas Medium II;26/08/2024;15,2;26/08/2024;15,2;15.2
Beras Kualitas Medium I;26/08/2024;14,7;26/08/2024;14,7;14.7
Beras Kualitas Bawah I;26/08/2024;13,9;26/08/2024;13,9;13.9
Beras;26/08/2024;15;26/08/2024;15;15.0
Beras Kualitas Bawah II;26/08/2024;14;26/08/2024;14;14.0
Beras Kualitas Medium II;27/08/2024;15,2;27/08/2024;15,2;15.2
Beras Kualitas Super I;27/08/2024;16,3;27/08/2024;16,3;16.3
Beras Kualitas Medium I;27/08/2024;14,7;27/08/2024;14,7;14.7
Beras Kualitas Super II;27/08/2024;15,75;27/08/2024;15,75;15.75
Beras;27/08/2024;15;27/08/2024;15;15.0
Beras Kualitas Bawah I;27/08/2024;13,9;27/08/2024;13,9;13.9
Beras Kualitas Bawah II;27/08/2024;14;27/08/2024;14;14.0
Beras;28/08/2024;15;28/08/2024;15;15.0
Beras Kualitas Bawah I;28/08/2024;13,9;28/08/2024;13,9;13.9
Beras Kualitas Bawah II;28/08/2024;14;28/08/2024;14;14.0
Beras Kualitas Medium II;28/08/2024;15,2;28/08/2024;15,2;15.2
Beras Kualitas Super I;28/08/2024;16,3;28/08/2024;16,3;16.3
Beras Kualitas Medium I;28/08/2024;14,7;28/08/2024;14,7;14.7
Beras Kualitas Super II;28/08/2024;15,75;28/08/2024;15,75;15.75
Beras Kualitas Medium II;29/08/2024;15,2;29/08/2024;15,2;15.2
Beras Kualitas Medium I;29/08/2024;14,7;29/08/2024;14,7;14.7
Beras Kualitas Bawah II;29/08/2024;14;29/08/2024;14;14.0
Beras Kualitas Bawah I;29/08/2024;13,9;29/08/2024;13,9;13.9
Beras;29/08/2024;15;29/08/2024;15;15.0
Beras Kualitas Super II;29/08/2024;15,75;29/08/2024;15,75;15.75
Beras Kualitas Super I;29/08/2024;16,3;29/08/2024;16,3;16.3
Beras Kualitas Super II;30/08/2024;15,75;30/08/2024;15,75;15.75
Beras Kualitas Super I;30/08/2024;16,3;30/08/2024;16,3;16.3
Beras Kualitas Medium II;30/08/2024;15,2;30/08/2024;15,2;15.2
Beras Kualitas Medium I;30/08/2024;14,7;30/08/2024;14,7;14.7
Beras Kualitas Bawah II;30/08/2024;14;30/08/2024;14;14.0
Beras;30/08/2024;15;30/08/2024;15;15.0
Beras Kualitas Bawah I;30/08/2024;13,9;30/08/2024;13,9;13.9
Beras;09/01/2024;14,1;01/09/2024;14,1;14.1
Beras Kualitas Bawah I;09/01/2024;13,5;01/09/2024;13,5;13.5
Beras Kualitas Medium I;09/01/2024;13,5;01/09/2024;13,5;13.5
Beras Kualitas Medium II;09/01/2024;14,2;01/09/2024;14,2;14.2
Beras Kualitas Super I;09/01/2024;15,4;01/09/2024;15,4;15.4
Beras Kualitas Super II;09/01/2024;14,8;01/09/2024;14,8;14.8
Beras Kualitas Bawah II;09/01/2024;13,2;01/09/2024;13,2;13.2
Beras Kualitas Bawah II;09/02/2024;14,6;02/09/2024;14,6;14.6
Beras Kualitas Medium I;09/02/2024;14,3;02/09/2024;14,3;14.3
Beras Kualitas Medium II;09/02/2024;15,2;02/09/2024;15,2;15.2
Beras Kualitas Super I;09/02/2024;15,5;02/09/2024;15,5;15.5
Beras Kualitas Super II;09/02/2024;15,8;02/09/2024;15,8;15.8
Beras;09/02/2024;14,95;02/09/2024;14,95;14.95
Beras Kualitas Bawah I;09/02/2024;14,4;02/09/2024;14,4;14.4
Beras Kualitas Medium I;09/04/2024;15,1;04/09/2024;15,1;15.1
Beras;09/04/2024;15,5;04/09/2024;15,5;15.5
Beras Kualitas Bawah I;09/04/2024;14,5;04/09/2024;14,5;14.5
Beras Kualitas Bawah II;09/04/2024;14,7;04/09/2024;14,7;14.7
Beras Kualitas Super II;09/04/2024;16,45;04/09/2024;16,45;16.45
Beras Kualitas Medium II;09/04/2024;15,9;04/09/2024;15,9;15.9
Beras Kualitas Super I;09/04/2024;16,3;04/09/2024;16,3;16.3
Beras Kualitas Super II;09/05/2024;16,35;05/09/2024;16,35;16.35
Beras Kualitas Super I;09/05/2024;16,5;05/09/2024;16,5;16.5
Beras Kualitas Medium II;09/05/2024;15,45;05/09/2024;15,45;15.45
Beras;09/05/2024;15,2;05/09/2024;15,2;15.2
Beras Kualitas Bawah I;09/05/2024;14,1;05/09/2024;14,1;14.1
Beras Kualitas Bawah II;09/05/2024;14,1;05/09/2024;14,1;14.1
Beras Kualitas Medium I;09/05/2024;14,7;05/09/2024;14,7;14.7
Beras;09/07/2024;15;07/09/2024;15;15.0
Beras Kualitas Bawah I;09/07/2024;13,8;07/09/2024;13,8;13.8
Beras Kualitas Medium I;09/07/2024;14,6;07/09/2024;14,6;14.6
Beras Kualitas Medium II;09/07/2024;15,3;07/09/2024;15,3;15.3
Beras Kualitas Super I;09/07/2024;16,5;07/09/2024;16,5;16.5
Beras Kualitas Bawah II;09/07/2024;13,9;07/09/2024;13,9;13.9
Beras Kualitas Super II;09/07/2024;15,9;07/09/2024;15,9;15.9
Beras Kualitas Super II;09/08/2024;15,9;08/09/2024;15,9;15.9
Beras;09/08/2024;15;08/09/2024;15;15.0
Beras Kualitas Medium I;09/08/2024;14,7;08/09/2024;14,7;14.7
Beras Kualitas Medium II;09/08/2024;15,3;08/09/2024;15,3;15.3
Beras Kualitas Bawah II;09/08/2024;13,9;08/09/2024;13,9;13.9
Beras Kualitas Super I;09/08/2024;16,5;08/09/2024;16,5;16.5
Beras Kualitas Bawah I;09/08/2024;13,8;08/09/2024;13,8;13.8
Beras Kualitas Super II;09/09/2024;15,75;09/09/2024;15,75;15.75
Beras;09/09/2024;15;09/09/2024;15;15.0
Beras Kualitas Bawah I;09/09/2024;13,9;09/09/2024;13,9;13.9
Beras Kualitas Bawah II;09/09/2024;14;09/09/2024;14;14.0
Beras Kualitas Medium I;09/09/2024;14,7;09/09/2024;14,7;14.7
Beras Kualitas Medium II;09/09/2024;15,2;09/09/2024;15,2;15.2
Beras Kualitas Super I;09/09/2024;16,3;09/09/2024;16,3;16.3
Beras;09/10/2024;15,05;10/09/2024;15,05;15.05
Beras Kualitas Bawah I;09/10/2024;13,9;10/09/2024;13,9;13.9
Beras Kualitas Super II;09/10/2024;16;10/09/2024;16;16.0
Beras Kualitas Super I;09/10/2024;16,3;10/09/2024;16,3;16.3
Beras Kualitas Medium II;09/10/2024;15,35;10/09/2024;15,35;15.35
Beras Kualitas Medium I;09/10/2024;14,7;10/09/2024;14,7;14.7
Beras Kualitas Bawah II;09/10/2024;14,1;10/09/2024;14,1;14.1
Beras Kualitas Super I;09/12/2024;16,3;12/09/2024;16,3;16.3
Beras Kualitas Medium II;09/12/2024;15,1;12/09/2024;15,1;15.1
Beras Kualitas Super II;09/12/2024;15,65;12/09/2024;15,65;15.65
Beras Kualitas Bawah II;09/12/2024;13,8;12/09/2024;13,8;13.8
Beras Kualitas Bawah I;09/12/2024;13,7;12/09/2024;13,7;13.7
Beras;09/12/2024;14,85;12/09/2024;14,85;14.85
Beras Kualitas Medium I;09/12/2024;14,5;12/09/2024;14,5;14.5
Beras Kualitas Medium I;13/09/2024;14,7;13/09/2024;14,7;14.7
Beras Kualitas Bawah II;13/09/2024;14,1;13/09/2024;14,1;14.1
Beras Kualitas Bawah I;13/09/2024;13,9;13/09/2024;13,9;13.9
Beras;13/09/2024;15,05;13/09/2024;15,05;15.05
Beras Kualitas Super II;13/09/2024;16;13/09/2024;16;16.0
Beras Kualitas Super I;13/09/2024;16,3;13/09/2024;16,3;16.3
Beras Kualitas Medium II;13/09/2024;15,35;13/09/2024;15,35;15.35
Beras Kualitas Bawah II;16/09/2024;14,1;16/09/2024;14,1;14.1
Beras Kualitas Medium II;16/09/2024;15,35;16/09/2024;15,35;15.35
Beras Kualitas Super I;16/09/2024;16,3;16/09/2024;16,3;16.3
Beras Kualitas Super II;16/09/2024;16;16/09/2024;16;16.0
Beras;16/09/2024;15,05;16/09/2024;15,05;15.05
Beras Kualitas Bawah I;16/09/2024;13,9;16/09/2024;13,9;13.9
Beras Kualitas Medium I;16/09/2024;14,7;16/09/2024;14,7;14.7
Beras Kualitas Super I;17/09/2024;16,3;17/09/2024;16,3;16.3
Beras;17/09/2024;15,05;17/09/2024;15,05;15.05
Beras Kualitas Bawah I;17/09/2024;13,9;17/09/2024;13,9;13.9
Beras Kualitas Bawah II;17/09/2024;14,1;17/09/2024;14,1;14.1
Beras Kualitas Medium I;17/09/2024;14,7;17/09/2024;14,7;14.7
Beras Kualitas Medium II;17/09/2024;15,35;17/09/2024;15,35;15.35
Beras Kualitas Super II;17/09/2024;16;17/09/2024;16;16.0
Beras Kualitas Super II;18/09/2024;16;18/09/2024;16;16.0
Beras Kualitas Super I;18/09/2024;16,3;18/09/2024;16,3;16.3
Beras Kualitas Medium II;18/09/2024;15,35;18/09/2024;15,35;15.35
Beras Kualitas Medium I;18/09/2024;14,7;18/09/2024;14,7;14.7
Beras Kualitas Bawah II;18/09/2024;14,1;18/09/2024;14,1;14.1
Beras;18/09/2024;15,05;18/09/2024;15,05;15.05
Beras Kualitas Bawah I;18/09/2024;13,9;18/09/2024;13,9;13.9
Beras Kualitas Bawah I;19/09/2024;13,9;19/09/2024;13,9;13.9
Beras;19/09/2024;15,05;19/09/2024;15,05;15.05
Beras Kualitas Super I;19/09/2024;16,3;19/09/2024;16,3;16.3
Beras Kualitas Bawah II;19/09/2024;14,1;19/09/2024;14,1;14.1
Beras Kualitas Super II;19/09/2024;16;19/09/2024;16;16.0
Beras Kualitas Medium II;19/09/2024;15,35;19/09/2024;15,35;15.35
Beras Kualitas Medium I;19/09/2024;14,7;19/09/2024;14,7;14.7
Beras Kualitas Bawah II;20/09/2024;14,1;20/09/2024;14,1;14.1
Beras Kualitas Medium I;20/09/2024;14,7;20/09/2024;14,7;14.7
Beras Kualitas Bawah I;20/09/2024;13,9;20/09/2024;13,9;13.9
Beras;20/09/2024;15,05;20/09/2024;15,05;15.05
Beras Kualitas Super I;20/09/2024;16,3;20/09/2024;16,3;16.3
Beras Kualitas Medium II;20/09/2024;15,35;20/09/2024;15,35;15.35
Beras Kualitas Super II;20/09/2024;16;20/09/2024;16;16.0
Beras;23/09/2024;15,05;23/09/2024;15,05;15.05
Beras Kualitas Bawah I;23/09/2024;13,9;23/09/2024;13,9;13.9
Beras Kualitas Bawah II;23/09/2024;14,1;23/09/2024;14,1;14.1
Beras Kualitas Medium I;23/09/2024;14,7;23/09/2024;14,7;14.7
Beras Kualitas Super I;23/09/2024;16,3;23/09/2024;16,3;16.3
Beras Kualitas Medium II;23/09/2024;15,35;23/09/2024;15,35;15.35
Beras Kualitas Super II;23/09/2024;16;23/09/2024;16;16.0
Beras Kualitas Super II;24/09/2024;16;24/09/2024;16;16.0
Beras;24/09/2024;15,05;24/09/2024;15,05;15.05
Beras Kualitas Bawah I;24/09/2024;13,9;24/09/2024;13,9;13.9
Beras Kualitas Bawah II;24/09/2024;14,1;24/09/2024;14,1;14.1
Beras Kualitas Medium I;24/09/2024;14,7;24/09/2024;14,7;14.7
Beras Kualitas Medium II;24/09/2024;15,35;24/09/2024;15,35;15.35
Beras Kualitas Super I;24/09/2024;16,3;24/09/2024;16,3;16.3
Beras Kualitas Super II;25/09/2024;16;25/09/2024;16;16.0
Beras Kualitas Super I;25/09/2024;16,3;25/09/2024;16,3;16.3
Beras Kualitas Medium II;25/09/2024;15,35;25/09/2024;15,35;15.35
Beras Kualitas Medium I;25/09/2024;14,7;25/09/2024;14,7;14.7
Beras Kualitas Bawah II;25/09/2024;14,1;25/09/2024;14,1;14.1
Beras;25/09/2024;15,05;25/09/2024;15,05;15.05
Beras Kualitas Bawah I;25/09/2024;13,9;25/09/2024;13,9;13.9
Beras Kualitas Bawah I;26/09/2024;13,9;26/09/2024;13,9;13.9
Beras Kualitas Super II;26/09/2024;16;26/09/2024;16;16.0
Beras Kualitas Super I;26/09/2024;16,3;26/09/2024;16,3;16.3
Beras Kualitas Medium II;26/09/2024;15,35;26/09/2024;15,35;15.35
Beras Kualitas Medium I;26/09/2024;14,7;26/09/2024;14,7;14.7
Beras;26/09/2024;15,05;26/09/2024;15,05;15.05
Beras Kualitas Bawah II;26/09/2024;14,1;26/09/2024;14,1;14.1
Beras Kualitas Bawah I;27/09/2024;13,9;27/09/2024;13,9;13.9
Beras;27/09/2024;15,05;27/09/2024;15,05;15.05
Beras Kualitas Super II;27/09/2024;16;27/09/2024;16;16.0
Beras Kualitas Medium II;27/09/2024;15,35;27/09/2024;15,35;15.35
Beras Kualitas Bawah II;27/09/2024;14,1;27/09/2024;14,1;14.1
Beras Kualitas Super I;27/09/2024;16,3;27/09/2024;16,3;16.3
Beras Kualitas Medium I;27/09/2024;14,7;27/09/2024;14,7;14.7
Beras Kualitas Medium I;30/09/2024;14,7;30/09/2024;14,7;14.7
Beras Kualitas Bawah II;30/09/2024;14,1;30/09/2024;14,1;14.1
Beras Kualitas Bawah I;30/09/2024;13,9;30/09/2024;13,9;13.9
Beras;30/09/2024;15,05;30/09/2024;15,05;15.05
Beras Kualitas Super II;30/09/2024;16;30/09/2024;16;16.0
Beras Kualitas Medium II;30/09/2024;15,35;30/09/2024;15,35;15.35
Beras Kualitas Super I;30/09/2024;16,3;30/09/2024;16,3;16.3
Beras Kualitas Super I;10/01/2024;15,4;01/10/2024;15,4;15.4
Beras;10/01/2024;14,1;01/10/2024;14,1;14.1
Beras Kualitas Bawah I;10/01/2024;13,5;01/10/2024;13,5;13.5
Beras Kualitas Bawah II;10/01/2024;13,2;01/10/2024;13,2;13.2
Beras Kualitas Medium I;10/01/2024;13,5;01/10/2024;13,5;13.5
Beras Kualitas Medium II;10/01/2024;14,2;01/10/2024;14,2;14.2
Beras Kualitas Super II;10/01/2024;14,8;01/10/2024;14,8;14.8
Beras Kualitas Medium I;10/04/2024;15,1;04/10/2024;15,1;15.1
Beras Kualitas Super II;10/04/2024;16,45;04/10/2024;16,45;16.45
Beras Kualitas Super I;10/04/2024;16,3;04/10/2024;16,3;16.3
Beras;10/04/2024;15,5;04/10/2024;15,5;15.5
Beras Kualitas Bawah I;10/04/2024;14,5;04/10/2024;14,5;14.5
Beras Kualitas Bawah II;10/04/2024;14,7;04/10/2024;14,7;14.7
Beras Kualitas Medium II;10/04/2024;15,9;04/10/2024;15,9;15.9
Beras Kualitas Bawah I;10/05/2024;14,1;05/10/2024;14,1;14.1
Beras Kualitas Super II;10/05/2024;16,35;05/10/2024;16,35;16.35
Beras;10/05/2024;15,2;05/10/2024;15,2;15.2
Beras Kualitas Super I;10/05/2024;16,5;05/10/2024;16,5;16.5
Beras Kualitas Medium II;10/05/2024;15,45;05/10/2024;15,45;15.45
Beras Kualitas Medium I;10/05/2024;14,7;05/10/2024;14,7;14.7
Beras Kualitas Bawah II;10/05/2024;14,1;05/10/2024;14,1;14.1
Beras;10/06/2024;14,9;06/10/2024;14,9;14.9
Beras Kualitas Bawah II;10/06/2024;13,8;06/10/2024;13,8;13.8
Beras Kualitas Medium I;10/06/2024;14,6;06/10/2024;14,6;14.6
Beras Kualitas Bawah I;10/06/2024;13,8;06/10/2024;13,8;13.8
Beras Kualitas Super I;10/06/2024;16,5;06/10/2024;16,5;16.5
Beras Kualitas Super II;10/06/2024;15,65;06/10/2024;15,65;15.65
Beras Kualitas Medium II;10/06/2024;15,1;06/10/2024;15,1;15.1
Beras Kualitas Bawah I;10/07/2024;13,8;07/10/2024;13,8;13.8
Beras Kualitas Bawah II;10/07/2024;13,9;07/10/2024;13,9;13.9
Beras Kualitas Medium I;10/07/2024;14,6;07/10/2024;14,6;14.6
Beras Kualitas Medium II;10/07/2024;15,3;07/10/2024;15,3;15.3
Beras Kualitas Super I;10/07/2024;16,5;07/10/2024;16,5;16.5
Beras Kualitas Super II;10/07/2024;15,9;07/10/2024;15,9;15.9
Beras;10/07/2024;15;07/10/2024;15;15.0
Beras;10/09/2024;15;09/10/2024;15;15.0
Beras Kualitas Super II;10/09/2024;15,75;09/10/2024;15,75;15.75
Beras Kualitas Super I;10/09/2024;16,3;09/10/2024;16,3;16.3
Beras Kualitas Bawah I;10/09/2024;13,9;09/10/2024;13,9;13.9
Beras Kualitas Bawah II;10/09/2024;14;09/10/2024;14;14.0
Beras Kualitas Medium I;10/09/2024;14,7;09/10/2024;14,7;14.7
Beras Kualitas Medium II;10/09/2024;15,2;09/10/2024;15,2;15.2
Beras;10/10/2024;15,05;10/10/2024;15,05;15.05
Beras Kualitas Bawah I;10/10/2024;13,9;10/10/2024;13,9;13.9
Beras Kualitas Medium II;10/10/2024;15,35;10/10/2024;15,35;15.35
Beras Kualitas Super I;10/10/2024;16,3;10/10/2024;16,3;16.3
Beras Kualitas Super II;10/10/2024;16;10/10/2024;16;16.0
Beras Kualitas Medium I;10/10/2024;14,7;10/10/2024;14,7;14.7
Beras Kualitas Bawah II;10/10/2024;14,1;10/10/2024;14,1;14.1
Beras Kualitas Medium I;10/12/2024;14,5;12/10/2024;14,5;14.5
Beras Kualitas Medium II;10/12/2024;15,1;12/10/2024;15,1;15.1
Beras Kualitas Bawah II;10/12/2024;13,8;12/10/2024;13,8;13.8
Beras;10/12/2024;14,85;12/10/2024;14,85;14.85
Beras Kualitas Bawah I;10/12/2024;13,7;12/10/2024;13,7;13.7
Beras Kualitas Super II;10/12/2024;15,65;12/10/2024;15,65;15.65
Beras Kualitas Super I;10/12/2024;16,3;12/10/2024;16,3;16.3
Beras Kualitas Bawah II;14/10/2024;14,1;14/10/2024;14,1;14.1
Beras Kualitas Bawah I;14/10/2024;13,9;14/10/2024;13,9;13.9
Beras;14/10/2024;15,05;14/10/2024;15,05;15.05
Beras Kualitas Super I;14/10/2024;16,3;14/10/2024;16,3;16.3
Beras Kualitas Super II;14/10/2024;16;14/10/2024;16;16.0
Beras Kualitas Medium I;14/10/2024;14,7;14/10/2024;14,7;14.7
Beras Kualitas Medium II;14/10/2024;15,35;14/10/2024;15,35;15.35
Beras Kualitas Medium II;15/10/2024;15,35;15/10/2024;15,35;15.35
Beras Kualitas Medium I;15/10/2024;14,7;15/10/2024;14,7;14.7
Beras Kualitas Bawah II;15/10/2024;14,1;15/10/2024;14,1;14.1
Beras Kualitas Bawah I;15/10/2024;13,9;15/10/2024;13,9;13.9
Beras;15/10/2024;15,05;15/10/2024;15,05;15.05
Beras Kualitas Super II;15/10/2024;16;15/10/2024;16;16.0
Beras Kualitas Super I;15/10/2024;16,3;15/10/2024;16,3;16.3
Beras;16/10/2024;15,05;16/10/2024;15,05;15.05
Beras Kualitas Bawah I;16/10/2024;13,9;16/10/2024;13,9;13.9
Beras Kualitas Bawah II;16/10/2024;14,1;16/10/2024;14,1;14.1
Beras Kualitas Medium I;16/10/2024;14,7;16/10/2024;14,7;14.7
Beras Kualitas Super II;16/10/2024;16;16/10/2024;16;16.0
Beras Kualitas Super I;16/10/2024;16,3;16/10/2024;16,3;16.3
Beras Kualitas Medium II;16/10/2024;15,35;16/10/2024;15,35;15.35
Beras;17/10/2024;15,1;17/10/2024;15,1;15.1
Beras Kualitas Bawah I;17/10/2024;14;17/10/2024;14;14.0
Beras Kualitas Bawah II;17/10/2024;14,35;17/10/2024;14,35;14.35
Beras Kualitas Medium I;17/10/2024;14,7;17/10/2024;14,7;14.7
Beras Kualitas Medium II;17/10/2024;15,35;17/10/2024;15,35;15.35
Beras Kualitas Super I;17/10/2024;16,3;17/10/2024;16,3;16.3
Beras Kualitas Super II;17/10/2024;16;17/10/2024;16;16.0
Beras Kualitas Super II;18/10/2024;16;18/10/2024;16;16.0
Beras Kualitas Super I;18/10/2024;16,3;18/10/2024;16,3;16.3
Beras Kualitas Medium II;18/10/2024;15,35;18/10/2024;15,35;15.35
Beras Kualitas Bawah II;18/10/2024;14,35;18/10/2024;14,35;14.35
Beras Kualitas Bawah I;18/10/2024;14;18/10/2024;14;14.0
Beras;18/10/2024;15,1;18/10/2024;15,1;15.1
Beras Kualitas Medium I;18/10/2024;14,7;18/10/2024;14,7;14.7
Beras Kualitas Super II;21/10/2024;16;21/10/2024;16;16.0
Beras Kualitas Medium I;21/10/2024;14,7;21/10/2024;14,7;14.7
Beras Kualitas Bawah II;21/10/2024;14,35;21/10/2024;14,35;14.35
Beras Kualitas Bawah I;21/10/2024;14;21/10/2024;14;14.0
Beras;21/10/2024;15,1;21/10/2024;15,1;15.1
Beras Kualitas Medium II;21/10/2024;15,35;21/10/2024;15,35;15.35
Beras Kualitas Super I;21/10/2024;16,3;21/10/2024;16,3;16.3
Beras Kualitas Super II;22/10/2024;16;22/10/2024;16;16.0
Beras Kualitas Super I;22/10/2024;16,3;22/10/2024;16,3;16.3
Beras Kualitas Medium I;22/10/2024;14,7;22/10/2024;14,7;14.7
Beras Kualitas Bawah II;22/10/2024;14,35;22/10/2024;14,35;14.35
Beras Kualitas Bawah I;22/10/2024;14;22/10/2024;14;14.0
Beras;22/10/2024;15,1;22/10/2024;15,1;15.1
Beras Kualitas Medium II;22/10/2024;15,35;22/10/2024;15,35;15.35
Beras Kualitas Bawah I;23/10/2024;14;23/10/2024;14;14.0
Beras Kualitas Medium I;23/10/2024;14,7;23/10/2024;14,7;14.7
Beras Kualitas Medium II;23/10/2024;15,35;23/10/2024;15,35;15.35
Beras Kualitas Super I;23/10/2024;16,3;23/10/2024;16,3;16.3
Beras Kualitas Super II;23/10/2024;16;23/10/2024;16;16.0
Beras;23/10/2024;15,1;23/10/2024;15,1;15.1
Beras Kualitas Bawah II;23/10/2024;14,35;23/10/2024;14,35;14.35
Beras Kualitas Super II;24/10/2024;16;24/10/2024;16;16.0
Beras Kualitas Medium I;24/10/2024;14,7;24/10/2024;14,7;14.7
Beras Kualitas Bawah II;24/10/2024;14,15;24/10/2024;14,15;14.15
Beras Kualitas Bawah I;24/10/2024;13,9;24/10/2024;13,9;13.9
Beras;24/10/2024;15,05;24/10/2024;15,05;15.05
Beras Kualitas Medium II;24/10/2024;15,35;24/10/2024;15,35;15.35
Beras Kualitas Super I;24/10/2024;16,3;24/10/2024;16,3;16.3
Beras Kualitas Super I;25/10/2024;16,3;25/10/2024;16,3;16.3
Beras Kualitas Medium II;25/10/2024;15,35;25/10/2024;15,35;15.35
Beras Kualitas Medium I;25/10/2024;14,7;25/10/2024;14,7;14.7
Beras Kualitas Bawah II;25/10/2024;14,15;25/10/2024;14,15;14.15
Beras Kualitas Bawah I;25/10/2024;13,9;25/10/2024;13,9;13.9
